"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Invocations"
"org.openqa.selenium.json.JsonOutput$Node.write (String)","0.136 ms (0%)","0.0 ms (0%)","0.190 ms (0%)","0.0 ms (0%)","113"
"org.openqa.selenium.logging.StoringLocalLogs.addEntry (String, org.openqa.selenium.logging.LogEntry)","0.278 ms (0%)","0.0 ms (0%)","0.278 ms (0%)","0.0 ms (0%)","906"
"org.openqa.selenium.json.JsonOutput.name (String)","0.037 ms (0%)","0.0 ms (0%)","0.727 ms (0%)","0.0 ms (0%)","77"
"org.openqa.selenium.json.JsonOutput.append (String)","0.021 ms (0%)","0.0 ms (0%)","0.050 ms (0%)","0.0 ms (0%)","76"
"org.openqa.selenium.json.JsonOutput.getMethod (Class, String)","1.71 ms (0%)","0.0 ms (0%)","1.74 ms (0%)","0.0 ms (0%)","455"
"org.openqa.selenium.json.JsonOutput.write (Object, int)","0.027 ms (0%)","0.0 ms (0%)","7.24 ms (0%)","0.0 ms (0%)","31"
"org.openqa.selenium.json.JsonOutput.close ()","0.030 ms (0%)","0.0 ms (0%)","0.030 ms (0%)","0.0 ms (0%)","31"
"org.openqa.selenium.json.JsonOutput.write0 (Object, int, int)","1.53 ms (0%)","0.0 ms (0%)","7.21 ms (0%)","0.0 ms (0%)","114"
"org.openqa.selenium.json.JsonOutput.lambda$new$1 (Appendable, String)","0.073 ms (0%)","0.0 ms (0%)","0.073 ms (0%)","0.0 ms (0%)","462"
"org.openqa.selenium.json.JsonOutput.endObject ()","0.299 ms (0%)","0.0 ms (0%)","0.304 ms (0%)","0.0 ms (0%)","37"
"org.openqa.selenium.json.JsonOutput.beginObject ()","0.267 ms (0%)","0.0 ms (0%)","0.373 ms (0%)","0.0 ms (0%)","37"
"org.openqa.selenium.json.JsonOutput.endArray ()","0.108 ms (0%)","0.0 ms (0%)","0.115 ms (0%)","0.0 ms (0%)","2"
"org.openqa.selenium.json.JsonOutput.beginArray ()","0.042 ms (0%)","0.0 ms (0%)","0.048 ms (0%)","0.0 ms (0%)","2"
"org.openqa.selenium.json.JsonOutput.lambda$new$3 (Object, int, int)","0.029 ms (0%)","0.0 ms (0%)","0.211 ms (0%)","0.0 ms (0%)","68"
"org.openqa.selenium.json.JsonOutput.lambda$asString$34 (StringBuilder, int)","0.152 ms (0%)","0.0 ms (0%)","0.152 ms (0%)","0.0 ms (0%)","695"
"org.openqa.selenium.json.JsonOutput.asString (Object)","0.494 ms (0%)","0.0 ms (0%)","0.651 ms (0%)","0.0 ms (0%)","145"
"org.openqa.selenium.json.JsonOutput.lambda$write0$32 (Object, java.util.Map.Entry)","0.472 ms (0%)","0.0 ms (0%)","2.25 ms (0%)","0.0 ms (0%)","868"
"org.openqa.selenium.json.JsonOutput.lambda$new$25 (Object, int, int)","0.567 ms (0%)","0.0 ms (0%)","4.40 ms (0%)","0.0 ms (0%)","37"
"org.openqa.selenium.json.JsonOutput.convertUsingMethod (String, Object, int, int)","0.013 ms (0%)","0.0 ms (0%)","1.96 ms (0%)","0.0 ms (0%)","1"
"org.openqa.selenium.json.JsonOutput.lambda$new$21 (Object)","0.0 ms (0%)","0.0 ms (0%)","0.0 ms (0%)","0.0 ms (0%)","5"
"org.openqa.selenium.json.JsonOutput.lambda$new$15 (Class)","0.025 ms (0%)","0.0 ms (0%)","1.23 ms (0%)","0.0 ms (0%)","40"
"org.openqa.selenium.json.JsonOutput.lambda$new$4 (Object, int, int)","0.010 ms (0%)","0.0 ms (0%)","0.015 ms (0%)","0.0 ms (0%)","6"
"org.openqa.selenium.json.JsonOutput.lambda$new$16 (Object, int, int)","0.002 ms (0%)","0.0 ms (0%)","1.96 ms (0%)","0.0 ms (0%)","1"
"org.openqa.selenium.json.JsonOutput.lambda$new$17 (Class)","0.005 ms (0%)","0.0 ms (0%)","0.296 ms (0%)","0.0 ms (0%)","39"
"org.openqa.selenium.json.JsonOutput.lambda$new$24 (int, int, Object, Object)","0.048 ms (0%)","0.0 ms (0%)","3.29 ms (0%)","0.0 ms (0%)","77"
"org.openqa.selenium.json.JsonOutput.lambda$new$23 (Object, int, int)","0.289 ms (0%)","0.0 ms (0%)","2.25 ms (0%)","0.0 ms (0%)","2"
"org.openqa.selenium.json.JsonOutput.lambda$new$22 (int, int, Object)","0.0 ms (0%)","0.0 ms (0%)","2.2 ms (0%)","0.0 ms (0%)","5"
"org.openqa.selenium.json.JsonOutput.lambda$new$19 (Class)","0.005 ms (0%)","0.0 ms (0%)","0.245 ms (0%)","0.0 ms (0%)","39"
"plugin.AugmentState.drawRectangle (java.awt.Graphics2D, int, int, int, int, java.awt.Color, boolean)","0.003 ms (0%)","0.0 ms (0%)","0.470 ms (0%)","0.0 ms (0%)","1"
