"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Invocations"
"org.openqa.selenium.json.JsonOutput.endObject ()","1.89 ms (0%)","0.0 ms (0%)","2.23 ms (0%)","0.0 ms (0%)","605"
"org.openqa.selenium.json.JsonOutput.beginArray ()","0.608 ms (0%)","0.0 ms (0%)","0.821 ms (0%)","0.0 ms (0%)","372"
"org.openqa.selenium.json.JsonOutput.endArray ()","0.674 ms (0%)","0.0 ms (0%)","0.720 ms (0%)","0.0 ms (0%)","372"
"org.openqa.selenium.json.JsonOutput.lambda$new$3 (Object, int, int)","0.198 ms (0%)","0.0 ms (0%)","98.7 ms (0%)","15.1 ms (1%)","829"
"org.openqa.selenium.json.JsonOutput.lambda$new$4 (Object, int, int)","0.011 ms (0%)","0.0 ms (0%)","0.017 ms (0%)","0.0 ms (0%)","20"
"org.openqa.selenium.json.JsonOutput.lambda$new$1 (Appendable, String)","1.2 ms (0%)","0.0 ms (0%)","1.2 ms (0%)","0.0 ms (0%)","7,345"
"org.openqa.selenium.json.JsonOutput.lambda$new$23 (Object, int, int)","2.10 ms (0%)","0.0 ms (0%)","14.6 ms (0%)","0.0 ms (0%)","372"
"org.openqa.selenium.json.JsonOutput.lambda$new$19 (Class)","0.081 ms (0%)","0.0 ms (0%)","5.40 ms (0%)","15.4 ms (1%)","977"
"org.openqa.selenium.json.JsonOutput.lambda$new$22 (int, int, Object)","0.048 ms (0%)","0.0 ms (0%)","11.1 ms (0%)","0.0 ms (0%)","390"
"org.openqa.selenium.json.JsonOutput.lambda$new$21 (Object)","0.043 ms (0%)","0.0 ms (0%)","0.043 ms (0%)","0.0 ms (0%)","390"
"org.openqa.selenium.json.JsonOutput.convertUsingMethod (String, Object, int, int)","0.062 ms (0%)","0.0 ms (0%)","3.89 ms (0%)","0.0 ms (0%)","8"
"org.openqa.selenium.json.JsonOutput.asString (Object)","57.6 ms (0%)","0.0 ms (0%)","100 ms (0%)","15.1 ms (1%)","1,871"
"org.openqa.selenium.json.JsonOutput.lambda$new$24 (int, int, Object, Object)","0.354 ms (0%)","0.0 ms (0%)","125 ms (0%)","15.0 ms (1%)","1,042"
"org.openqa.selenium.json.JsonOutput.lambda$write0$32 (Object, java.util.Map.Entry)","4.45 ms (0%)","0.0 ms (0%)","29.5 ms (0%)","14.6 ms (0.9%)","19,044"
"org.openqa.selenium.json.JsonOutput.lambda$new$25 (Object, int, int)","2.80 ms (0%)","0.0 ms (0%)","131 ms (0%)","15.0 ms (1%)","605"
"org.openqa.selenium.json.JsonOutput.lambda$new$17 (Class)","0.083 ms (0%)","0.0 ms (0%)","5.99 ms (0%)","0.0 ms (0%)","977"
"org.openqa.selenium.json.JsonOutput.lambda$new$15 (Class)","0.178 ms (0%)","0.0 ms (0%)","13.5 ms (0%)","0.0 ms (0%)","985"
