"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Invocations"
"org.openqa.selenium.json.JsonOutput.lambda$new$22 (int, int, Object)","0.0 ms (0%)","0.0 ms (0%)","2.63 ms (0%)","0.0 ms (0%)","10"
"org.openqa.selenium.json.JsonOutput.lambda$new$4 (Object, int, int)","0.008 ms (0%)","0.0 ms (0%)","0.033 ms (0%)","0.0 ms (0%)","12"
"org.openqa.selenium.json.JsonOutput.lambda$new$25 (Object, int, int)","0.223 ms (0%)","0.0 ms (0%)","3.92 ms (0%)","0.0 ms (0%)","22"
"org.openqa.selenium.json.JsonOutput.lambda$new$19 (Class)","0.002 ms (0%)","0.0 ms (0%)","0.182 ms (0%)","0.0 ms (0%)","26"
"org.openqa.selenium.json.JsonOutput.lambda$new$23 (Object, int, int)","0.326 ms (0%)","0.0 ms (0%)","2.93 ms (0%)","0.0 ms (0%)","4"
"org.openqa.selenium.json.JsonOutput.lambda$new$15 (Class)","0.011 ms (0%)","0.0 ms (0%)","0.670 ms (0%)","0.0 ms (0%)","28"
"org.openqa.selenium.json.JsonOutput.lambda$new$21 (Object)","0.0 ms (0%)","0.0 ms (0%)","0.0 ms (0%)","0.0 ms (0%)","10"
"org.openqa.selenium.json.JsonOutput.lambda$new$24 (int, int, Object, Object)","0.023 ms (0%)","0.0 ms (0%)","3.47 ms (0%)","0.0 ms (0%)","50"
"plugin.AugmentState.drawRectangle (java.awt.Graphics2D, int, int, int, int, java.awt.Color, boolean, java.awt.BasicStroke, java.awt.BasicStroke)","112 ms (0.1%)","0.0 ms (0%)","113 ms (0%)","0.0 ms (0%)","600"
"plugin.AugmentState.drawRectangle (java.awt.Graphics2D, int, int, int, int, java.awt.Color, boolean)","0.003 ms (0%)","0.0 ms (0%)","0.591 ms (0%)","0.0 ms (0%)","1"
"plugin.AugmentState.paintCapture (java.awt.Graphics)","4.51 ms (0%)","0.0 ms (0%)","268 ms (0%)","0.0 ms (0%)","1,779"
"plugin.AugmentState.isOverlapping (java.util.List, com.symatiq.widgets.Widget)","0.0 ms (0%)","0.0 ms (0%)","0.0 ms (0%)","0.0 ms (0%)","1"
"com.symatiq.widgets.Widget.clone (com.symatiq.widgets.Widget)","0.052 ms (0%)","0.0 ms (0%)","0.315 ms (0%)","0.0 ms (0%)","26"
"com.symatiq.widgets.Widget.isCloneOrMutation (com.symatiq.widgets.Widget)","0.031 ms (0%)","0.0 ms (0%)","0.031 ms (0%)","0.0 ms (0%)","386"
"org.openqa.selenium.json.StringCoercer.lambda$apply$0 (org.openqa.selenium.json.JsonInput, org.openqa.selenium.json.PropertySetting)","0.953 ms (0%)","0.0 ms (0%)","402 ms (0%)","15.5 ms (0.8%)","4,336"
"org.openqa.selenium.remote.ElementLocation.findElements (org.openqa.selenium.remote.RemoteWebDriver, org.openqa.selenium.SearchContext, java.util.function.BiFunction, org.openqa.selenium.By)","0.035 ms (0%)","0.0 ms (0%)","522 ms (0.1%)","0.0 ms (0%)","8"
"org.openqa.selenium.remote.http.Contents$1.get ()","0.211 ms (0%)","0.0 ms (0%)","0.490 ms (0%)","0.0 ms (0%)","1,153"
"org.openqa.selenium.remote.http.Contents$1.get ()","0.199 ms (0%)","0.0 ms (0%)","0.199 ms (0%)","0.0 ms (0%)","1,153"
"org.openqa.selenium.remote.http.Contents$1.length ()","0.001 ms (0%)","0.0 ms (0%)","0.001 ms (0%)","0.0 ms (0%)","10"
"org.openqa.selenium.json.JsonInput.hasNext ()","0.796 ms (0%)","0.0 ms (0%)","18.3 ms (0%)","0.0 ms (0%)","4,161"
"org.openqa.selenium.json.JsonInput.read (String, java.util.function.Function)","0.018 ms (0%)","0.0 ms (0%)","0.026 ms (0%)","0.0 ms (0%)","2"
"org.openqa.selenium.json.JsonInput.close ()","0.205 ms (0%)","0.0 ms (0%)","0.205 ms (0%)","0.0 ms (0%)","1,144"
"org.openqa.selenium.json.JsonInput.peek ()","2.90 ms (0%)","0.0 ms (0%)","13.7 ms (0%)","0.0 ms (0%)","27,715"
"org.openqa.selenium.json.JsonInput.expect (org.openqa.selenium.json.JsonType)","1.8 ms (0%)","0.0 ms (0%)","4.43 ms (0%)","0.0 ms (0%)","7,479"
"org.openqa.selenium.json.JsonInput.nextString ()","0.179 ms (0%)","0.0 ms (0%)","392 ms (0%)","15.5 ms (0.8%)","2,163"
"org.openqa.selenium.json.JsonInput.nextName ()","0.522 ms (0%)","0.0 ms (0%)","6.81 ms (0%)","0.0 ms (0%)","2,173"
"org.openqa.selenium.json.JsonInput.endObject ()","0.482 ms (0%)","0.0 ms (0%)","1.42 ms (0%)","0.0 ms (0%)","1,562"
